"#","g#","Cover","Album","Streams","Daily"
"","2,069","","Mt. Joy Mt. Joy","773,580,643","921,416"
"","2,070","","Girls Aespa","773,549,713","429,604"
"","2,071","","Your Name. (君の名は。) Radwimps & Kazuma Jinnouchi","773,291,191","445,512"
"","2,072","","Anthrazit RAF Camora","772,597,817","169,409"
"","2,073","","How To Be Human Chelsea Cutler","772,567,043","138,305"
"","2,074","","The Elder Scrolls V: Skyrim Jeremy Soule","772,106,421","546,912"
"","2,075","","Fortune Chris Brown","771,885,043","195,276"
"","2,076","","Wild World Bastille","771,818,702","142,264"
"","2,077","","Come Clean Puddle Of Mudd","771,501,776","460,306"
"","2,078","","These Two Windows Alec Benjamin","771,264,131","171,016"
"","2,079","","Tapestry Carole King","770,813,238","328,359"
"","2,080","","R.O.O.T.S. (Route Of Overcoming The Struggle) Flo Rida","770,618,788","509,340"
"","2,081","","Innuendo Queen","770,290,336","224,318"
"","2,082","","Beautiful Lies Birdy","769,805,002","244,733"
"","2,083","","Yo Te Quiero Pa Mi Dalex","769,581,038","299,482"
"","2,084","","11:11 Chris Brown","769,376,115","2,015,316"
"","2,085","","Commando Niska","769,263,727","243,396"
"","2,086","","Hell: The Sequel Eminem & Royce Da 5'9""","768,244,310","299,845"
"","2,087","","Vices & Virtues Panic! At The Disco","768,026,930","156,616"
"","2,088","","Caravana WOS","767,712,887","301,648"
"","2,089","","Chama Meu Nome Pedro Sampaio","767,153,452","232,573"
"","2,090","","Humbug Arctic Monkeys","766,216,661","326,343"
"","2,091","","Háblate De Mí Jósean Log","765,605,570","1,016,790"
"","2,092","","Let's Talk About Love Céline Dion","764,890,971","407,205"
"","2,093","","SYML SYML","764,267,842","725,074"
"","2,094","","Blue Banisters Lana Del Rey","764,049,787","585,910"
"","2,095","","Amo Bring Me The Horizon","763,348,524","234,413"
"","2,096","","Secreto De Amor Joan Sebastian","763,275,900","470,559"
"","2,097","","San Lucas Kevin Kaarl","762,483,724","550,349"
"","2,098","","Parallel Lines Blondie","761,375,336","438,546"
"","2,099","","El Aferrado Julión Álvarez Y Su Norteño Banda","760,345,539","756,480"
"","2,100","","ENR Alex Rose","760,331,160","354,849"
"","2,101","","Truce Frenship","760,023,874","86,543"
"","2,102","","Trauma I Prevail","759,795,117","378,376"
"","2,103","","I Think You Think Too Much Of Me Eden","759,562,049","101,142"
"","2,104","","Visionary Farruko","759,551,627","285,176"
"","2,105","","Colour By Numbers Culture Club","759,485,895","414,749"
"","2,106","","Raop Cro","759,417,262","464,653"
"","2,107","","The Midsummer Station Owl City","759,352,113","360,267"
"","2,108","","Sucker Charli XCX","759,028,920","291,673"
"","2,109","","Pegasus / Neon Shark VS Pegasus Trippie Redd","758,689,894","274,386"
"","2,110","","Cassie Cassie","758,535,472","683,378"
"","2,111","","Livin' My Best Life Dylan Scott","758,533,107","1,362,164"
"","2,112","","Visions Grimes","758,011,048","526,012"
"","2,113","","Forever Don Diablo","757,877,120","269,673"
"","2,114","","Center Point Road Thomas Rhett","757,851,082","258,777"
"","2,115","","The 2nd Law Muse","757,794,295","227,425"
"","2,116","","Monstercat 027 - Cataclysm Various Artists","757,621,218","159,525"
"","2,117","","El Androide El Alfa","757,487,149","412,398"
"","2,118","","Vulgar Display Of Power Pantera","756,883,075","548,550"
"","2,119","","I Never Loved A Man The Way I Love You Aretha Franklin","755,909,467","726,848"
"","2,120","","Beauty And The Beast Alan Menken","755,314,715","282,037"
"","2,121","","First Love Yiruma","754,888,260","193,500"
"","2,122","","I'm Not Dead P!nk","754,657,334","305,045"
"","2,123","","Flores De Alquiler La Quinta Estación","754,633,119","728,630"
"","2,124","","Come Around Sundown Kings of Leon","754,417,351","356,601"
"","2,125","","Nada Personal Soda Stereo","754,149,457","442,133"
"","2,126","","Festa Das Patroas Marília Mendonça, Maiara & Maraisa","753,884,468","181,992"
"","2,127","","Bad Habits Nav","753,258,652","79,366"
"","2,128","","Rompiendo Fronteras Alejandro Fernández","753,196,230","159,873"
"","2,129","","Life Thru A Lens Robbie Williams","753,008,899","352,904"
"","2,130","","Naive Andy Grammer","752,660,715","445,356"
"","2,131","","A Rock Hardy","751,961,448","540,101"
"","2,132","","Stay Hungry Twisted Sister","751,915,699","370,835"
"","2,133","","Menagerie Bill Withers","751,167,524","680,340"
"","2,134","","Nothings Ever Good Enough Iann Dior","751,145,260","151,032"
"","2,135","","Pop Food Jack Stauber","751,014,363","267,711"
"","2,136","","El Malo Carín León","751,003,237","312,648"
"","2,137","","Shang-Chi And The Legend Of The Ten Rings: The Album Various Artists","750,643,882","366,188"
"","2,138","","This Unruly Mess I've Made Macklemore & Ryan Lewis","749,092,409","180,788"
"","2,139","","These Things Happen Too G-Eazy","748,849,028","140,195"
"","2,140","","As She Pleases Madison Beer","748,564,956","81,109"
"","2,141","","Uta's Songs (美音之歌): One Piece Film Red Ado","748,133,786","537,084"
"","2,142","","How To: Friend, Love, Freefall Rainbow Kitten Surprise","747,804,805","529,221"
"","2,143","","Reggatta De Blanc The Police","747,449,853","439,849"
"","2,144","","Moulin Rouge Various Artists","747,343,230","271,873"
"","2,145","","Almost Healed Lil Durk","746,562,591","566,189"
"","2,146","","Bigger Than Both Of Us Daryl Hall & John Oates","745,992,414","975,873"
"","2,147","","The Hardest Love Dean Lewis","745,274,102","609,037"
"","2,148","","If I Could Make It Go Quiet Girl In Red","745,110,901","308,336"
"","2,149","","Marchand De Sable Vegedream","745,014,486","221,654"
"","2,150","","La Revolucion Wisin & Yandel","744,869,275","570,017"
"","2,151","","Blu Celeste Blanco","744,816,868","137,489"
"","2,152","","No Way Out Diddy","744,781,330","346,951"
"","2,153","","Zoo Russ","744,025,606","96,088"
"","2,154","","So Tonight That I Might See Mazzy Star","743,821,311","796,412"
"","2,155","","H2O Daryl Hall & John Oates","743,224,914","559,670"
"","2,156","","The Album Klingande","743,177,406","131,943"
"","2,157","","Where I've Been, Isn't Where I'm Going Shaboozey","743,157,889","4,723,387"
"","2,158","","Suck It and See Arctic Monkeys","743,119,407","214,196"
"","2,159","","Weird! Yungblud","742,846,179","254,018"
"","2,160","","Playboy Fireboy DML","742,651,165","1,065,569"
"","2,161","","Tres Hombres ZZ Top","742,264,750","594,400"
"","2,162","","Lady Lady Masego","742,111,610","398,478"
"","2,163","","Gang Signs & Prayer Stormzy","741,915,450","120,378"
"","2,164","","Es Solo Música Iñigo Quintero","741,415,179","848,564"
"","2,165","","Walls Kings of Leon","741,179,517","318,703"
"","2,166","","Utopia Romeo Santos","741,050,861","331,245"
"","2,167","","Orquídeas Kali Uchis","740,490,587","1,418,638"
"","2,168","","Clandestino Manu Chao","740,321,303","500,405"
"","2,169","","Life Of A Don Don Toliver","740,027,753","577,388"
"","2,170","","Feu Nekfeu","739,909,005","310,390"
"","2,171","","Regulate… G Funk Era Warren G","739,500,070","338,681"
"","2,172","","Enna PLK","739,095,868","316,941"
"","2,173","","Jakyll + Hyde Zac Brown Band","738,656,894","190,236"
"","2,174","","The Balcony Catfish and the Bottlemen","738,605,364","410,272"
"","2,175","","Boy Alone Omah Lay","738,425,253","1,317,312"
"","2,176","","Cracker Island Gorillaz","738,104,304","452,581"
"","2,177","","Freya Ridings Freya Ridings","737,984,096","175,033"
"","2,178","","Veneer José González","737,673,826","384,890"
"","2,179","","Independiente Ricardo Arjona","737,482,410","375,494"
"","2,180","","Chapter One Ella Henderson","737,082,650","117,047"
"","2,181","","The GB Gabito Ballesteros","736,967,485","2,227,542"
"","2,182","","Trap Capos: Season 1 Trap Capos & Noriel","736,741,074","890,004"
"","2,183","","It's Not Me, It's You Lily Allen","736,439,250","350,952"
"","2,184","","A Charlie Brown Christmas Vince Guaraldi Trio","736,285,896","53,852"
"","2,185","","432 Hz Deep Healing Miracle Tones","736,179,839","735,036"
"","2,186","","Love Aaj Kal (लव आज कल) Pritam","736,148,999","510,406"
"","2,187","","Maybe Someday It'll All Be OK Clinton Kane","735,846,543","255,712"
"","2,188","","Free TC Ty Dolla Sign","735,743,307","73,367"
"","2,189","","The Stereo Love Show Edward Maya","735,510,558","906,535"
"","2,190","","Eterno Agosto Alvaro Soler","734,900,650","232,434"
"","2,191","","Navegando Mike Bahía","734,553,109","189,539"
"","2,192","","Atlas: I Sleeping At Last","734,376,738","266,137"
"","2,193","","Back For Everything Kodak Black","734,243,114","336,952"
"","2,194","","Carnival Bryce Vine","733,606,469","136,939"
"","2,195","","Distorsión Oscar Maydon","732,741,625","1,507,786"
"","2,196","","Indigo RM","732,656,940","433,278"
"","2,197","","Crazysexycool TLC","732,637,173","367,508"
"","2,198","","Hello, I Must Be Going! Phil Collins","732,200,728","348,624"
"","2,199","","How Big, How Blue, How Beautiful Florence + The Machine","732,141,739","204,590"
"","2,200","","Dark Side Justine Skye","731,583,224","440,401"
"","2,201","","Ocean Avenue Yellowcard","731,303,958","363,256"
"","2,202","","Feels Like Home Norah Jones","730,678,328","487,429"
"","2,203","","Silence Between Songs Madison Beer","730,404,550","616,091"
"","2,204","","Only Built For Infinity Links Quavo","730,312,438","504,747"
"","2,205","","The Pains Of Growing Alessia Cara","730,241,809","92,398"
"","2,206","","Lithopédion Damso","729,989,395","211,022"
"","2,207","","Strobo Vaundy","729,467,496","540,452"
"","2,208","","One By One Foo Fighters","729,375,669","308,870"
"","2,209","","Human Three Days Grace","728,980,187","270,028"
"","2,210","","The Voice Lil Durk","728,859,238","240,626"
"","2,211","","Here Comes The Cowboy Mac DeMarco","728,516,434","846,446"
"","2,212","","Una Lluvia De Rosas Los Ángeles Azules","728,025,740","615,591"
"","2,213","","Sensational Yung Gravy","727,774,771","101,542"
"","2,214","","Lazarus Travie McCoy","727,305,646","392,155"
"","2,215","","Don't Mess Up My Tempo / Love Shot Exo","727,133,985","203,390"
"","2,216","","Waking Up The Neighbours Bryan Adams","726,911,437","358,494"
"","2,217","","Born Here Live Here Die Here Luke Bryan","726,672,070","288,568"
"","2,218","","Aladdin Alan Menken","726,064,866","268,146"
"","2,219","","Westlife Westlife","725,338,336","412,605"
"","2,220","","Lullaby Baby Nursery Rhymes 123","725,295,466","419,521"
"","2,221","","And Justice For None Five Finger Death Punch","725,157,920","248,414"
"","2,222","","I Am Earth, Wind & Fire","725,106,064","411,318"
"","2,223","","No Love Lost Blxst","724,228,558","275,744"
"","2,224","","528 Hz Meditation Music Miracle Tones","723,153,303","744,292"
"","2,225","","Deu Rolo In Goiânia (Ao Vivo) Guilherme & Benuto","722,868,275","174,501"
"","2,226","","Old Dominion Old Dominion","722,584,652","531,501"
"","2,227","","Tiara Andini Tiara Andini","722,534,671","724,368"
"","2,228","","Lost In Love Air Supply","722,465,776","460,711"
"","2,229","","All My Friends Snakehips","721,834,021","115,713"
"","2,230","","Chemtrails Over The Country Club Lana Del Rey","721,788,363","724,862"
"","2,231","","Signed Sealed And Delivered Stevie Wonder","721,275,309","299,677"
"","2,232","","Need You Now Lady A","720,815,283","348,275"
"","2,233","","The Drug In Me Is You Falling In Reverse","720,711,126","444,328"
"","2,234","","The Mockingbird & The Crow Hardy","720,233,674","1,036,981"
"","2,235","","Featuring Ty Dolla Sign Ty Dolla Sign","720,217,795","186,552"
"","2,236","","Piseiro 2020 Ao Vivo Os Barões Da Pisadinha","719,362,868","88,633"
"","2,237","","Meliora Ghost","719,316,382","316,057"
"","2,238","","Crash Talk ScHoolboy Q","719,287,851","149,984"
"","2,239","","5-Star Stray Kids","719,213,086","739,826"
"","2,240","","Good Thing Leon Bridges","718,865,017","224,624"
"","2,241","","Dos Prédios Deluxe Veigh","718,771,264","719,701"
"","2,242","","The Head And The Heart The Head And The Heart","718,647,295","154,499"
"","2,243","","True Blue Madonna","718,176,935","516,676"
"","2,244","","A Day Without Rain Enya","717,432,614","331,477"
"","2,245","","Valio La Pena Marc Anthony","717,296,970","368,720"
"","2,246","","Music Sia","716,914,367","110,121"
"","2,247","","Let's Stay Together Al Green","716,700,362","379,146"
"","2,248","","Ae Dil Hai Mushkil (ऐ दिल है मुश्किल) Pritam","716,329,108","639,116"
"","2,249","","It Might As Well Be Swing Frank Sinatra & Count Basie","716,099,059","337,205"
"","2,250","","Dulce Beat Belanova","716,060,548","850,363"
"","2,251","","This Is War Thirty Seconds To Mars","716,056,456","208,745"
"","2,252","","American Capitalist Five Finger Death Punch","716,022,510","251,579"
"","2,253","","Stealers Wheel Stealers Wheel","716,021,701","576,481"
"","2,254","","En Tus Planes David Bisbal","716,001,209","207,714"
"","2,255","","BTR Big Time Rush","715,735,716","288,491"
"","2,256","","Can't Slow Down Lionel Richie","715,400,814","357,026"
"","2,257","","Europop Eiffel 65","715,358,019","276,960"
"","2,258","","Still Rollin Shubh","714,878,787","814,650"
"","2,259","","Hero Maren Morris","714,854,734","152,329"
"","2,260","","Jefe Ninho","714,713,716","264,553"
"","2,261","","Danger Days: The True Lives Of The Fabulous Killjoys My Chemical Romance","714,681,577","266,856"
"","2,262","","Violator Depeche Mode","714,654,374","342,697"
"","2,263","","Hardwired…To Self-Destruct Metallica","714,516,224","182,826"
"","2,264","","I Put A Spell On You Nina Simone","714,457,171","337,885"
"","2,265","","I'm Gone Iann Dior","714,016,143","124,905"
"","2,266","","La Última Misión Wisin & Yandel","713,931,951","259,336"
"","2,267","","Major Key DJ Khaled","713,688,743","116,743"
"","2,268","","Mania Fall Out Boy","713,544,965","142,449"
"","2,269","","The Sun's Tirade Isaiah Rashad","713,487,847","555,387"
"","2,270","","True to Self Bryson Tiller","713,400,157","114,371"
"","2,271","","Now The Moon's Rising Suicideboys","713,029,071","392,907"
"","2,272","","You Don't Mess Around With Jim Jim Croce","712,862,311","877,523"
"","2,273","","Ao Vivo Em São Paulo Gustavo Mioto","712,850,180","433,125"
"","2,274","","Core Stone Temple Pilots","712,670,006","379,555"
"","2,275","","Contradições KayBlack","711,555,030","883,624"
"","2,276","","Meat and Candy Old Dominion","710,942,024","127,350"
"","2,277","","Hunky Dory David Bowie","710,868,992","217,423"
"","2,278","","Free The Universe Major Lazer","710,627,611","120,119"
"","2,279","","Terral Pablo Alborán","710,482,515","154,252"
"","2,280","","Kauai Childish Gambino","709,540,228","174,490"
"","2,281","","Alone In A Crowd Oliver Tree","709,353,645","320,230"
"","2,282","","The Last Don II Don Omar","708,637,124","427,428"
"","2,283","","Lil Boat 2 Lil Yachty","708,549,314","160,370"
"","2,284","","200 KM/H In The Wrong Lane t.A.T.u.","708,500,494","432,155"
"","2,285","","Glisten Jeremy Zucker","708,388,573","95,107"
"","2,286","","Prazer, Eu Sou Ferrugem (Ao Vivo) Ferrugem","707,720,546","521,374"
"","2,287","","Wasting Light Foo Fighters","707,686,213","216,724"
"","2,288","","American Fool John Mellencamp","707,488,224","354,590"
"","2,289","","Aire Jesse & Joy","707,388,270","265,022"
"","2,290","","Cowboys From Hell Pantera","706,480,287","384,129"
"","2,291","","Escândalo Íntimo Luísa Sonza","706,336,511","1,583,955"
"","2,292","","Voluma León Larregui","706,325,741","539,295"
"","2,293","","Colour Vision MAX","706,292,487","111,071"
"","2,294","","Itaewon Class (이태원 클라쓰) Various Artists","704,902,954","230,989"
"","2,295","","Trap Lord ASAP Ferg","704,767,142","105,251"
"","2,296","","Luca Brasi 2: Gangsta Grillz Kevin Gates","704,606,994","119,906"
"","2,297","","Because Of You Ne-Yo","704,161,072","447,308"
"","2,298","","Harvest Neil Young","703,989,671","652,220"
"","2,299","","Home Rudimental","703,964,490","204,418"
"","2,300","","Sing 2 Various Artists","703,545,748","579,950"
"","2,301","","Crowded House Crowded House","703,456,069","536,188"
"","2,302","","Kyōgen (狂言) Ado","703,186,812","490,867"
"","2,303","","La Isla LP Rels B","702,272,035","865,651"
"","2,304","","Teaser And The Firecat Yusuf / Cat Stevens","701,825,107","388,076"
"","2,305","","Lost Corner Kenshi Yonezu","701,770,290","2,003,730"
"","2,306","","GG BB XX LANY","701,661,621","363,997"
"","2,307","","Hooked On A Feeling Blue Swede","701,357,311","277,798"
"","2,308","","If I Can’t Have Love, I Want Power Halsey","700,970,918","200,207"
"","2,309","","Steal This Album! System Of A Down","700,324,616","384,095"
