"#","g#","Cover","Album","Streams","Daily"
"","2,666","","XOXO Jeon Somi","617,466,316","197,937"
"","2,667","","Raising Hell Run-D.M.C.","617,327,509","223,109"
"","2,668","","The Don Killuminati: The 7 Day Theory 2Pac","617,205,050","266,642"
"","2,669","","Redemption Jay Rock","616,958,829","121,807"
"","2,670","","The Album ABBA","616,916,177","474,443"
"","2,671","","Kiss Me Kiss Me Kiss Me The Cure","616,193,032","363,083"
"","2,672","","¿Dónde Jugarán Las Niñas? Molotov","616,130,821","322,525"
"","2,673","","Breezy Chris Brown","616,072,660","368,572"
"","2,674","","Carry On The Score","616,068,257","244,544"
"","2,675","","The Head On The Door The Cure","615,826,664","334,636"
"","2,676","","Nostalgia Rod Wave","615,736,401","769,867"
"","2,677","","Coexist The xx","615,388,568","81,962"
"","2,678","","Neotheater AJR","615,370,038","212,417"
"","2,679","","TA13OO Denzel Curry","614,802,551","222,169"
"","2,680","","Mafia Bidness Shoreline Mafia","614,728,402","391,375"
"","2,681","","Born To Run Bruce Springsteen","613,451,958","302,319"
"","2,682","","Electric Light James Bay","613,207,616","154,864"
"","2,683","","Eat Ya Veggies bbno$","613,044,823","396,263"
"","2,684","","The Joker Steve Miller Band","612,974,774","297,036"
"","2,685","","Ill Communication Beastie Boys","612,744,304","330,564"
"","2,686","","The Black Album Jay-Z","612,246,464","228,203"
"","2,687","","My Moment Tee Grizzley","611,657,947","188,260"
"","2,688","","Will You Be My Yellow? Bakar","611,530,790","651,711"
"","2,689","","4 Foreigner","610,708,989","414,488"
"","2,690","","Hope World J-Hope","610,430,054","151,666"
"","2,691","","Disclaimer I / II Seether","610,065,313","349,764"
"","2,692","","Sacred Hearts Club Foster The People","610,012,569","278,771"
"","2,693","","To Be Loved Michael Bublé","609,618,081","137,280"
"","2,694","","Malaya Moira Dela Torre","609,547,923","227,581"
"","2,695","","Stop Franco De Vita","609,364,133","642,404"
"","2,696","","Kaizin (廻人) Eve","608,899,093","342,939"
"","2,697","","Súper Sangre Joven Duki","608,830,923","271,725"
"","2,698","","Rock N Roll Jesus Kid Rock","608,792,383","355,879"
"","2,699","","Bawskee Comethazine","608,569,992","81,490"
"","2,700","","Selamat Ulang Tahun Nadin Amizah","608,114,987","764,770"
"","2,701","","The Wonderful World Of Sam Cooke Sam Cooke","607,892,925","440,755"
"","2,702","","Memoirs Of An imperfect Angel Mariah Carey","607,652,287","541,121"
"","2,703","","Love All Serve All Fujii Kaze","607,450,497","580,278"
"","2,704","","Wide Open Jason Aldean","607,408,398","338,377"
"","2,705","","Bayou Country Creedence Clearwater Revival","607,074,245","508,792"
"","2,706","","Family DJ Scheme","607,071,930","343,324"
"","2,707","","Outlaw Gentlemen & Shady Ladies Volbeat","606,698,159","148,195"
"","2,708","","Piece Of Mind Iron Maiden","606,389,909","332,071"
"","2,709","","Case Study 01 Daniel Caesar","606,302,689","298,740"
"","2,710","","Mr. Misunderstood Eric Church","605,868,174","130,377"
"","2,711","","Desireless Eagle-Eye Cherry","605,412,838","256,982"
"","2,712","","Moon Landing James Blunt","605,309,541","143,078"
"","2,713","","Love At First Sting Scorpions","604,949,864","373,983"
"","2,714","","Above The Rim Various Artists","604,821,960","271,342"
"","2,715","","Zanaka Jain","604,549,265","256,624"
"","2,716","","Dummy Portishead","604,480,419","474,487"
"","2,717","","Pa' Otro La 'O ChiChi Peralta","604,026,157","370,021"
"","2,718","","De Mi Puño Y Letra Carlos Baute","603,800,729","345,216"
"","2,719","","R.E.D. Ne-Yo","603,096,576","195,954"
"","2,720","","Whatever Hot Chelle Rae","603,046,601","147,871"
"","2,721","","Morning View Incubus","602,970,248","333,397"
"","2,722","","It Was Written Nas","602,718,288","239,620"
"","2,723","","Liebe Ist Für Alle Da Rammstein","602,628,085","303,302"
"","2,724","","Civilisation Orelsan","602,417,615","221,197"
"","2,725","","Corridos Bélicos, Vol. IV Luis R Conriquez","602,230,408","3,193,674"
"","2,726","","Unbreakable Smile Tori Kelly","601,919,383","70,059"
"","2,727","","Billy Talent II Billy Talent","601,569,879","278,449"
"","2,728","","Con La London Metropolitan Orchestra Ricardo Montaner","601,524,577","241,964"
"","2,729","","Te Presumo Banda El Recodo","600,804,736","333,587"
"","2,730","","Eva Lasso","600,784,128","432,655"
"","2,731","","It Goes Like This Thomas Rhett","600,722,350","184,031"
"","2,732","","Strictly 4 My N.I.G.G.A.Z... 2Pac","600,540,924","258,714"
"","2,733","","The Afterlove James Blunt","600,360,388","120,567"
"","2,734","","Pocket Full Of Kryptonite Spin Doctors","600,041,763","299,551"
"","2,735","","Fifth Harmony Fifth Harmony","599,925,855","42,642"
"","2,736","","Lust For Life Iggy Pop","599,916,151","228,992"
"","2,737","","De Fiesta Rombai","599,877,596","151,992"
"","2,738","","I See You The xx","599,660,902","77,218"
"","2,739","","Covers, Vol. 2 Sleeping At Last","599,645,498","140,091"
"","2,740","","Glas Nina Chuba","599,417,585","471,019"
"","2,741","","No More Drama Mary J. Blige","599,277,717","429,863"
"","2,742","","I Wish You A Merry Christmas Bing Crosby","599,274,967","20,357"
"","2,743","","Let's Dance David Bowie","599,227,990","239,848"
"","2,744","","What Makes You Country Luke Bryan","599,055,046","153,038"
"","2,745","","Dare! The Human League","598,616,755","358,747"
"","2,746","","Dangerous Yandel","598,421,923","358,066"
"","2,747","","B.O.A.T.S. II: Me Time 2 Chainz","597,847,491","193,783"
"","2,748","","World Of Our Own Westlife","597,736,536","255,130"
"","2,749","","Cavetown Cavetown","597,283,973","267,109"
"","2,750","","Ek Villain (एक विलन) Mithoon, Ankit Tiwari & Soch","597,281,678","820,416"
"","2,751","","Disobey Bad Wolves","596,931,231","379,999"
"","2,752","","Version Mark Ronson","596,132,909","732,487"
"","2,753","","Listen Without Prejudice George Michael","596,063,003","210,099"
"","2,754","","Rx Galantis","595,245,543","339,589"
"","2,755","","Los Favoritos 2 Arcángel","595,159,290","0"
"","2,756","","Blank Face LP ScHoolboy Q","595,120,463","87,648"
"","2,757","","Rise Of An Empire Various Artists","595,033,269","140,920"
"","2,758","","Alright, Still Lily Allen","594,933,856","379,390"
"","2,759","","Houses Of The Holy Led Zeppelin","594,775,448","216,640"
"","2,760","","PTSD G Herbo","594,580,087","170,707"
"","2,761","","Mono. RM","594,476,391","126,854"
"","2,762","","Black Dierks Bentley","593,903,346","102,788"
"","2,763","","Hecho En Medellín Blessd","593,803,472","74,687"
"","2,764","","Common Sense J Hus","593,462,934","129,067"
"","2,765","","Feline Ella Eyre","593,307,217","108,989"
"","2,766","","Moonlovers: Scarlet Heart Ryeo (달의 연인 – 보보경심 려) Various Artists","593,176,726","257,479"
"","2,767","","Ao Vivo Em Goiânia Maiara & Maraisa","593,173,963","211,601"
"","2,768","","Raise! Earth, Wind & Fire","593,148,611","278,477"
"","2,769","","Kinks (You Really Got Me) The Kinks","592,473,963","275,660"
"","2,770","","K23 Kenia OS","592,448,921","396,078"
"","2,771","","Asher Fabio Asher","592,405,443","730,689"
"","2,772","","The King Is Back (#LatinIBIZAte) Juan Magán","592,364,403","179,884"
"","2,773","","The King Of Dance Juan Magán","591,855,152","279,110"
"","2,774","","We the Generation Rudimental","591,783,710","50,065"
"","2,775","","New Jersey Bon Jovi","591,639,011","300,105"
"","2,776","","Gallery A R I Z O N A","591,472,134","59,607"
"","2,777","","TY.O Taio Cruz","591,430,879","187,741"
"","2,778","","Capital Punishment Big Pun","590,150,944","363,093"
"","2,779","","As Daylight Dies Killswitch Engage","589,984,731","254,617"
"","2,780","","Amantes Sunt Amentes Pxndx","589,660,361","440,644"
"","2,781","","Threat to Survival Shinedown","589,070,536","258,697"
"","2,782","","This Is Me...Then Jennifer Lopez","588,907,641","272,341"
"","2,783","","Public Void Penelope Scott","588,670,185","254,794"
"","2,784","","The Last Rocket Takeoff","588,465,851","194,452"
"","2,785","","Moving Pictures Rush","588,423,752","225,185"
"","2,786","","É Simples Assim (Ao Vivo) Jorge & Mateus","588,300,770","212,384"
"","2,787","","Hexada Ghostemane","588,100,887","257,304"
"","2,788","","Nobody Is Listening Zayn","588,025,956","122,170"
"","2,789","","Heaven On Earth Belinda Carlisle","587,977,534","412,722"
"","2,790","","Agents Of Fortune Blue Öyster Cult","587,977,236","237,156"
"","2,791","","Disc-Overy Tinie Tempah","587,541,788","130,198"
"","2,792","","Layla And Other Assorted Love Songs Derek & The Dominos","587,252,259","200,598"
"","2,793","","Aqui E Agora (Ao Vivo) Israel & Rodolffo","587,161,141","64,651"
"","2,794","","Floor Seats ASAP Ferg","587,101,486","441,501"
"","2,795","","3rd Time's A Charm Zack Tabudlo","586,633,342","377,524"
"","2,796","","Still Bill Bill Withers","586,556,050","242,540"
"","2,797","","Historias Ricardo Arjona","586,038,149","382,026"
"","2,798","","Songs For You, Truths For Me James Morrison","585,782,536","166,820"
"","2,799","","Fancy You Twice","585,705,000","191,130"
"","2,800","","Revolución De Amor Maná","585,465,143","349,680"
"","2,801","","For You Selena Gomez","585,331,292","169,131"
"","2,802","","Born To Do It Craig David","585,306,667","352,161"
"","2,803","","Live In London - At The Royal Albert Hall Jorge & Mateus","585,295,988","512,623"
"","2,804","","Head Or Heart Christina Perri","584,577,845","98,765"
"","2,805","","Huracán Alemán","584,526,351","424,403"
"","2,806","","Little Love MC Cabelinho","584,077,362","469,971"
"","2,807","","Blossom Milky Chance","584,024,976","109,910"
"","2,808","","Suavemente Elvis Crespo","583,945,281","390,844"
"","2,809","","Second Album Four Tops","583,673,625","383,105"
"","2,810","","What's Going On Marvin Gaye","583,490,870","247,665"
"","2,811","","Bahía Ducati Feid","583,387,274","276,644"
"","2,812","","PTSD Rod Wave","583,218,814","238,900"
"","2,813","","Disraeli Gears Cream","582,900,545","230,678"
"","2,814","","Welcome To Jamrock Damian Marley","582,867,531","295,879"
"","2,815","","Machete Mixtape 4 Salmo & Various Artists","582,772,343","248,477"
"","2,816","","Face Yourself BTS","582,736,541","113,121"
"","2,817","","Testimony August Alsina","582,281,792","149,762"
"","2,818","","Black & Blue Backstreet Boys","582,222,556","412,283"
"","2,819","","Salute Little Mix","582,078,100","97,117"
"","2,820","","Vida Canserbero","582,065,976","514,799"
"","2,821","","Changes Vacations","581,813,506","708,110"
"","2,822","","Christmas Album The Jackson 5","581,643,008","14,658"
"","2,823","","Freddie's Inferno Freddie Dredd","581,643,004","314,966"
"","2,824","","Free Nationals Free Nationals","580,845,352","358,064"
"","2,825","","Epidemic Money Man","580,714,691","346,097"
"","2,826","","Nate Smith Nate Smith","580,583,448","784,843"
"","2,827","","Musica  Junior H","580,569,483","541,892"
"","2,828","","Touch Up Mother Mother","580,483,924","354,713"
"","2,829","","El Nervio Del Volcán Caifanes","580,471,857","431,603"
"","2,830","","Just Once In My Life The Righteous Brothers","580,269,792","358,287"
"","2,831","","MC Kevinho MC Kevinho","580,067,901","245,836"
"","2,832","","The D.O.A. Tape Kay Flock","579,846,185","395,077"
"","2,833","","The Green Trip T3R Elemento","579,830,591","192,378"
"","2,834","","Concept Vague Night Lovell","579,827,550","170,732"
"","2,835","","Broken Memories Jamie Miller","579,741,590","415,572"
"","2,836","","Current Mood Dustin Lynch","579,311,993","86,773"
"","2,837","","Equilíbrio (Ao Vivo) Diego & Victor Hugo","579,302,738","128,192"
"","2,838","","O Damien Rice","579,207,323","111,267"
"","2,839","","Archivos De Mi Vida Gerardo Ortiz","579,080,161","345,080"
"","2,840","","Silent Alarm Bloc Party","578,964,291","315,713"
"","2,841","","Rocky Aur Rani Kii Prem Kahaani (रॉकी और रानी की प्रेम कहानी) Pritam","578,906,016","1,027,215"
"","2,842","","Surat Cinta Untuk Starla Virgoun & Last Child","578,884,779","1,019,549"
"","2,843","","Greetings From... Jake Jake Owen","578,798,265","152,580"
"","2,844","","The Big Day Chance the Rapper","578,611,612","48,364"
"","2,845","","Darkness And Light John Legend","578,415,869","49,024"
"","2,846","","Heartbeat City The Cars","578,404,400","489,194"
"","2,847","","Extreme Behavior Hinder","578,029,003","310,076"
"","2,848","","Writer's Block Peter Bjorn And John","577,808,247","377,473"
"","2,849","","Att. Young Miko","577,602,146","1,636,542"
"","2,850","","Estopa Estopa","577,579,733","414,297"
"","2,851","","Felicilandia Álvaro Díaz","577,577,402","710,105"
"","2,852","","Portamento The Drums","577,557,194","319,969"
"","2,853","","Different 'Round Here Riley Green","577,499,115","328,857"
"","2,854","","4.0 Juan Magán","576,982,246","52,500"
"","2,855","","All The Lost Souls James Blunt","576,722,391","241,527"
"","2,856","","Lifelines I Prevail","576,600,588","178,242"
"","2,857","","RealG4Life Vol. 4 Ñengo Flow","576,033,267","181,757"
"","2,858","","Lume Filipe Ret","575,912,099","500,614"
"","2,859","","Alpha Aitana","575,788,175","449,064"
"","2,860","","Tamasha (तमाशा) A.R. Rahman","575,594,755","511,103"
"","2,861","","Jab We Met (जब वी मेट) Pritam","574,707,557","778,788"
"","2,862","","Jailbreak Thin Lizzy","574,611,729","224,934"
"","2,863","","Dawn RY X","574,505,264","180,230"
"","2,864","","Heathen Chemistry Oasis","574,376,326","393,532"
"","2,865","","Believe Acoustic Justin Bieber","574,250,184","61,349"
"","2,866","","Full Speed Kid Ink","574,200,671","74,326"
"","2,867","","Mezzanine Massive Attack","574,103,590","301,808"
"","2,868","","Aquarius Tinashe","573,988,959","544,036"
"","2,869","","MultiViral Calle 13","573,668,908","166,954"
"","2,870","","Happy Birthday Flakko Rels B","573,560,377","229,405"
"","2,871","","Modjo Modjo","573,461,920","641,362"
"","2,872","","The Blessed Unrest Sara Bareilles","573,326,659","113,831"
"","2,873","","Fly Like An Eagle Steve Miller Band","573,035,535","386,181"
"","2,874","","Drôle De Mentalité Djadja & Dinaz","572,887,518","204,229"
"","2,875","","Under My Skin Avril Lavigne","572,775,517","468,408"
"","2,876","","Retired From Sad, New Career In Business Mitski","572,673,325","513,527"
"","2,877","","Kitsune Ingratax","572,419,796","106,796"
"","2,878","","Oye Mujer Raymix","572,351,929","255,745"
"","2,879","","Contigo Intocable","572,310,133","357,110"
"","2,880","","Jeremih Jeremih","572,063,712","327,954"
"","2,881","","Baila Greeicy","572,051,481","173,815"
"","2,882","","Pablo Alborán Pablo Alborán","571,711,663","189,430"
"","2,883","","Ultra 2021 Various Artists","571,387,299","86,645"
"","2,884","","Sonder Dermot Kennedy","571,381,880","301,914"
"","2,885","","PTX Pentatonix","571,143,835","64,431"
"","2,886","","Saturation II Brockhampton","570,154,561","82,822"
"","2,887","","La Joia Bad Gyal","569,412,139","645,292"
"","2,888","","Bachata Rosa Juan Luis Guerra 4.40","569,364,162","815,984"
"","2,889","","Stereotype Cole Swindell","569,065,465","0"
"","2,890","","Based On A True Story... Blake Shelton","568,736,784","117,471"
"","2,891","","Head In The Clouds II Various Artists","568,705,866","211,678"
"","2,892","","Gartenstadt Apache 207","568,648,965","398,649"
"","2,893","","I've Ive Ive","568,389,342","492,055"
"","2,894","","White Ladder David Gray","568,342,893","350,938"
"","2,895","","Gossip Columns Marc E. Bassy","568,137,853","39,991"
"","2,896","","Origin Of Symmetry Muse","567,774,699","261,920"
"","2,897","","19 & Dangerous Ayra Starr","567,668,052","433,577"
"","2,898","","5.0 Nelly","567,661,691","318,279"
"","2,899","","2 Cool 4 Skool BTS","567,302,776","193,305"
"","2,900","","Caifanes Caifanes","567,272,737","441,115"
"","2,901","","Ella Wishes You A Swinging Christmas Ella Fitzgerald","567,077,230","14,813"
"","2,902","","O Embaixador - The Legacy (Ao Vivo) Gusttavo Lima","567,068,044","60,425"
"","2,903","","Heroes Sabaton","567,040,167","255,854"
"","2,904","","Ni Diablo Ni Santo Julión Álvarez Y Su Norteño Banda","567,035,087","591,399"
"","2,905","","Love Deluxe Sade","566,964,136","646,437"
"","2,906","","Holy Diver Dio","566,849,810","223,572"
"","2,907","","iDon Don Omar","566,662,037","506,640"
"","2,908","","The English Riviera Metronomy","566,198,713","421,944"
"","2,909","","Hi Infidelity REO Speedwagon","566,062,388","308,545"
"","2,910","","Alleen Lil Kleine","565,967,765","125,732"
"","2,911","","A Quien Quiera Escuchar Ricky Martin","565,860,638","133,254"
"","2,912","","El Que Busca Encuentra Elefante","565,024,090","359,265"
"","2,913","","Modo Avión Dalex","564,966,400","101,948"
"","2,914","","Sorry I'm Late… Again Mae Muller","564,916,951","181,808"
"","2,915","","One Love, One Rhythm - The 2014 FIFA World Cup Official Album Various Artists","564,875,064","263,271"
"","2,916","","DC4 Meek Mill","564,553,267","114,031"
"","2,917","","Issues Korn","564,540,494","385,299"
"","2,918","","Descendants Of The Sun (태양의 후예) Vol. 1 Various Artists","564,511,686","291,075"
"","2,919","","The Suburbs Arcade Fire","564,464,910","176,750"
"","2,920","","Curtis 50 Cent","564,082,968","347,323"
"","2,921","","Barefoot Blue Jean Night Jake Owen","563,883,511","403,251"
"","2,922","","Life For Rent Dido","563,877,164","517,805"
"","2,923","","Sí Julieta Venegas","563,784,274","407,528"
"","2,924","","Lil Boat Lil Yachty","563,411,053","50,967"
"","2,925","","Notes On A Conditional Form The 1975","562,973,842","167,284"
"","2,926","","Who Needs Guitars Anyway? Alice Deejay","562,910,050","461,609"
"","2,927","","Twinkle Twinkle Little Star & More Kids Songs Super Simple Songs","562,870,370","491,499"
"","2,928","","Mundial Daddy Yankee","562,400,691","625,038"
"","2,929","","Sixteen Stone Bush","562,362,736","316,236"
"","2,930","","Spoiler Aitana","562,210,224","108,585"
"","2,931","","K.O. Danna Paola","562,204,716","102,073"
"","2,932","","The Nightmare Before Christmas Danny Elfman","562,089,587","232,674"
"","2,933","","Our Beloved Summer (그 해 우리는) Various Artists","561,636,986","242,421"
"","2,934","","Peter Pan Ultimo","561,381,915","179,199"
"","2,935","","15 Bhad Bhabie","561,340,374","113,276"
"","2,936","","Bendecído Lenin Ramírez","561,296,280","145,153"
"","2,937","","Take The Heat Off Me Boney M.","561,197,743","346,591"
"","2,938","","Ao Vivo Em Brasília Henrique & Juliano","560,977,516","475,249"
"","2,939","","Ransom 2 Mike Will Made-It","560,595,280","33,288"
"","2,940","","As Melhores Do MC Don Juan MC Don Juan","560,531,185","294,388"
"","2,941","","Parked Car Convos Kaash Paige","560,523,592","730,663"
"","2,942","","Maybe You've Been Brainwashed Too New Radicals","560,083,774","318,347"
"","2,943","","Dolido Pero No Arrepentido Fuerza Regida","560,004,588","1,892,751"
"","2,944","","Volcano Jungle","559,642,538","1,347,950"
"","2,945","","Mixed Emotions Luh Kel","559,634,766","93,418"
"","2,946","","Days Are Gone Haim","559,576,261","87,446"
"","2,947","","White Blood Cells The White Stripes","559,565,492","286,872"
"","2,948","","Youth Tinie Tempah","559,490,656","99,403"
"","2,949","","Su Majestad Mi Banda El Mexicano Con Ustedes... Mi Banda El Mexicano","559,314,404","377,526"
"","2,950","","Churrasquinho Menos É Mais (Ao Vivo) Grupo Menos É Mais","558,942,578","312,995"
"","2,951","","Ready Trey Songz","558,612,400","137,827"
"","2,952","","Charlie's Angels Various Artists","558,439,534","139,848"
"","2,953","","The Cars The Cars","558,190,538","260,813"
"","2,954","","Pawn Shop Brothers Osborne","558,019,769","161,909"
"","2,955","","Hypersonic Missiles Sam Fender","557,893,600","247,764"
"","2,956","","Amar BigXthaPlug","557,463,939","1,504,083"
"","2,957","","Aqua Luciano","557,137,594","124,365"
"","2,958","","La Dulzura Cultura Profética","556,898,927","210,972"
"","2,959","","Hamari Adhuri Kahani (हमारी अधूरी कहानी) Various Artists","556,865,070","694,745"
"","2,960","","The Downward Spiral Nine Inch Nails","556,749,710","288,409"
"","2,961","","Hixtape, Vol. 1 Hardy","556,737,864","0"
"","2,962","","Hard 2 Love Lee Brice","556,540,049","138,797"
"","2,963","","F8 Five Finger Death Punch","556,476,809","230,054"
"","2,964","","Os Anjos Cantam Jorge & Mateus","556,148,486","486,989"
"","2,965","","The Fat Of The Land The Prodigy","555,858,231","257,920"
"","2,966","","Doom Days Bastille","555,815,590","66,231"
"","2,967","","777 Latto","555,750,232","202,820"
"","2,968","","The River Bruce Springsteen","555,373,331","212,531"
"","2,969","","Be Here Now Oasis","555,140,871","265,698"
"","2,970","","Rich Slave Young Dolph","554,709,979","394,261"
"","2,971","","Fear Of The Dark Iron Maiden","554,582,706","262,531"
"","2,972","","Nattividad Natti Natasha","554,354,496","83,088"
"","2,973","","We Are Young Money Various Artists","554,118,059","179,256"
"","2,974","","The Big Revival Kenny Chesney","554,016,856","421,139"
"","2,975","","Bling Bling Juju","553,323,920","156,748"
"","2,976","","Shock Value II Timbaland","553,099,627","362,112"
"","2,977","","Unsponsored Content Salem Ilese","553,087,875","209,961"
"","2,978","","Social Cues Cage The Elephant","553,068,210","253,708"
"","2,979","","Obsessed Pt. 2 Yahritza Y Su Esencia","552,669,127","315,190"
"","2,980","","Satan I Gatan Veronica Maggio","552,599,761","164,292"
"","2,981","","Chariot Gavin DeGraw","552,413,427","154,036"
"","2,982","","Duran Duran (The Wedding Album) Duran Duran","552,387,252","450,944"
"","2,983","","Secretos José José","552,371,407","526,649"
"","2,984","","The Last Stand Sabaton","552,347,328","261,893"
"","2,985","","Mulholland Drive Eyedress","552,311,025","1,013,264"
"","2,986","","Agora É Que São Elas 2 (Ao Vivo | Acústico) Maiara & Maraisa","552,303,876","128,792"
"","2,987","","Heroes David Bowie","552,186,110","212,430"
"","2,988","","Müptezhel Ezhel","552,125,617","244,323"
"","2,989","","Making Memories Karan Aujla & Ikky","552,091,584","1,242,247"
"","2,990","","Iluminatti Natti Natasha","551,994,755","117,187"
"","2,991","","Chet Baker Sings Chet Baker","551,612,048","260,416"
"","2,992","","Club Azur Kungs","551,567,536","321,710"
"","2,993","","Trouble Will Find Me The National","551,548,814","104,890"
"","2,994","","Keep The Faith Bon Jovi","551,517,431","297,357"
"","2,995","","Echoes Of Silence The Weeknd","551,423,514","188,047"
"","2,996","","Diamonds & Dancefloors Ava Max","551,413,630","260,809"
"","2,997","","The Golden Child YK Osiris","551,321,760","166,928"
"","2,998","","Live Life Fast Roddy Ricch","551,225,123","146,674"
"","2,999","","Victorious: Music From The Hit TV Show Victoria Justice & Various Artists","551,037,257","224,540"
"","3,000","","The Year I Turned 21 Ayra Starr","550,819,072","2,877,995"
"","3,001","","There Is More (Live) Hillsong Worship","550,777,828","202,693"
"","3,002","","Lágrimas Desordenadas Melendi","550,567,016","582,264"
"","3,003","","Home Alone 2 D-Block Europe","550,439,746","297,235"
"","3,004","","Resonance Pt. 1 / 2 NCT","550,414,714","151,206"
"","3,005","","No More Tears Ozzy Osbourne","550,402,373","313,933"
"","3,006","","Disumano Fedez","550,077,710","119,950"
"","3,007","","Esquinas Becky G","550,010,135","812,791"
"","3,008","","Nuevas Metas La Factoría","549,824,872","377,774"
"","3,009","","It Is What It Is Thundercat","549,810,220","430,637"
"","3,010","","Comatose Skillet","549,677,654","253,579"
"","3,011","","Pretend Seinabo Sey","549,604,299","79,491"
"","3,012","","Remember Me Sage The Gemini","549,327,604","126,152"
"","3,013","","Strange Clouds B.o.B","548,772,484","100,308"
"","3,014","","Rockwood Mark Ambor","548,651,790","2,735,771"
"","3,015","","Kereta Kencan Hivi!","548,494,126","490,280"
"","3,016","","Built On Glass Chet Faker","548,412,510","98,782"
"","3,017","","Death Of A Party Girl TV Girl","548,320,137","951,439"
"","3,018","","Wave Ufo361","548,103,185","119,911"
"","3,019","","Hardstone Psycho Don Toliver","547,811,966","3,400,306"
"","3,020","","Morrison Hotel The Doors","547,775,947","263,081"
"","3,021","","Invisible Touch Genesis","547,753,996","271,227"
"","3,022","","Free Dem Boyz 42 Dugg","547,610,456","278,309"
"","3,023","","Sheezus Lily Allen","547,583,750","118,304"
"","3,024","","Hello My Name Is... Bridgit Mendler","547,530,928","209,856"
"","3,025","","Girl Code City Girls","547,187,065","102,417"
"","3,026","","How Can It Be Lauren Daigle","546,875,891","179,138"
"","3,027","","Beyond Hell / Above Heaven Volbeat","546,649,611","155,163"
"","3,028","","My Love Is Your Love Whitney Houston","546,516,103","235,043"
"","3,029","","Encerrados Pero Enfiestados, Vol. 1 (En Vivo) Carín León","546,265,694","238,399"
"","3,030","","Sunburn Dominic Fike","546,218,695","814,732"
"","3,031","","Y Para Siempre... Los Bukis","546,161,887","369,232"
"","3,032","","Flying Solo Pamungkas","545,787,302","361,589"
"","3,033","","Come Into My Life Gala","545,553,887","488,567"
"","3,034","","Love Story Yelawolf","545,161,992","120,247"
"","3,035","","Obsessed Dan + Shay","545,013,217","94,859"
"","3,036","","Hooray For Boobies Bloodhound Gang","544,599,089","301,521"
"","3,037","","Act One Marian Hill","544,462,435","92,870"
"","3,038","","Repeat Offender Richard Marx","544,456,714","323,324"
"","3,039","","Human The Double Album Cody Johnson","544,239,406","379,259"
"","3,040","","Ready Ella Mai","544,205,100","121,537"
"","3,041","","Yellow Tape 2 Key Glock","543,992,542","512,030"
"","3,042","","Twicetagram / Merry & Happy Twice","543,826,274","262,552"
"","3,043","","Electronic Earth Labrinth","543,630,243","99,570"
"","3,044","","Back To Basics Christina Aguilera","543,616,564","164,182"
"","3,045","","Sie Wollten Wasser Doch Kriegen Benzin Kontra K","543,548,108","100,376"
"","3,046","","Solar Power Lorde","543,546,860","186,064"
"","3,047","","Before Love Came To Kill Us Jessie Reyez","543,366,363","120,301"
"","3,048","","The Now Now Gorillaz","543,095,247","206,618"
"","3,049","","Hope The Strumbellas","542,959,539","119,504"
"","3,050","","Alma En Fuego Inspector","542,917,356","340,863"
"","3,051","","BTS World BTS","542,838,275","110,262"
"","3,052","","Multitude Stromae","542,561,486","261,602"
"","3,053","","Vencedor Valentín Elizalde","542,174,189","245,597"
"","3,054","","Modern Vampires Of The City Vampire Weekend","542,062,673","72,300"
"","3,055","","10 Anos Na Praia (Ao Vivo) Matheus & Kauan","541,594,390","87,205"
"","3,056","","I'm Comin' Over Chris Young","541,489,331","101,191"
"","3,057","","Simulation Theory Muse","541,445,016","98,795"
"","3,058","","Until Now Swedish House Mafia","541,301,316","112,096"
"","3,059","","So Excited! The Pointer Sisters","541,224,284","393,999"
"","3,060","","Nena Nena","540,990,515","370,550"
"","3,061","","AftërLyfe Yeat","540,865,005","377,027"
"","3,062","","Michael Bublé Michael Bublé","540,833,601","262,945"
"","3,063","","Calidad Y Cantidad La Arrolladora Banda El Limón De Rene Camacho","540,787,412","253,542"
"","3,064","","Stadtaffe Peter Fox","540,508,678","283,164"
"","3,065","","Me vs. Myself A Boogie Wit Da Hoodie","540,415,499","213,863"
"","3,066","","Even In The Quietest Moments... Supertramp","540,337,411","247,679"
"","3,067","","Salvaje Y Tierno Bronco","540,308,240","668,133"
"","3,068","","Vs. Pearl Jam","540,026,967","246,399"
"","3,069","","Welcome Interstate Managers Fountains Of Wayne","539,925,358","215,195"
"","3,070","","Santo Pecado Ricardo Arjona","539,876,841","328,040"
"","3,071","","Street Dreams Fabolous","539,363,457","185,075"
"","3,072","","Wildflowers Tom Petty","539,339,977","268,615"
"","3,073","","Who Loves You The Four Seasons","539,184,308","280,888"
"","3,074","","Snow Cougar Yung Gravy","539,011,812","65,713"
"","3,075","","Nieves De Enero Chalino Sánchez","539,002,165","337,553"
"","3,076","","Songs Of Her's Her's","538,854,945","366,196"
"","3,077","","Sex Playlist Omarion","538,676,100","127,636"
"","3,078","","Church Galantis","538,338,239","57,302"
"","3,079","","Don't Shoot Me I'm Only The Piano Player Elton John","538,285,463","350,498"
"","3,080","","Endstufe Summer Cem","538,256,259","90,330"
"","3,081","","Infinity Nicky Jam","538,242,928","98,014"
"","3,082","","Etazhi (Этажи) Molchat Doma","538,088,920","348,884"
"","3,083","","This Empty Northern Hemisphere Gregory Alan Isakov","538,054,599","389,366"
"","3,084","","Quién Es Dei V? Dei V","537,662,756","2,456,042"
"","3,085","","Ace Of Spades Motörhead","537,487,079","223,375"
